Country,Province,Confirmed,Deaths,Cast_Fatality_Ratio
Ukraine,Kharkiv Oblast,305661,6858,2.243662096243878
Ukraine,Kherson Oblast,107686,2881,2.675370986014895
Ukraine,Khmelnytskyi Oblast,201270,3703,1.8398171610274756
Ukraine,Kiev,445098,8966,2.014387842677343
Ukraine,Kiev Oblast,226220,5019,2.2186367253116437
Ukraine,Kirovohrad Oblast,45117,1741,3.858855863643416
Ukraine,Luhansk Oblast,80033,2392,2.9887671335574075
Ukraine,Lviv Oblast,303357,6569,2.165435444047772
Ukraine,Mykolaiv Oblast,146174,3530,2.414930151736971
Ukraine,Odessa Oblast,325462,5917,1.8180309836478605
Ukraine,Poltava Oblast,179994,4181,2.322855206284654
Ukraine,Rivne Oblast,171031,2530,1.4792639930772784
Ukraine,Sevastopol*,96464,2488,2.579200530767955
Ukraine,Sumy Oblast,182268,3208,1.760045647069151
Ukraine,Ternopil Oblast,146363,2391,1.6336095871224285
Ukraine,Unknown,526669,5000,0.9493628825695076
Ukraine,Vinnytsia Oblast,149845,3546,2.366445326837732
Ukraine,Volyn Oblast,132045,2394,1.8130182892195843
Ukraine,Zakarpattia Oblast,112462,2724,2.4221514822784584
Ukraine,Zaporizhia Oblast,215070,5866,2.7274840749523412
Ukraine,Zhytomyr Oblast,192801,3538,1.8350527227555873
United Arab Emirates,,1043390,2348,0.22503570093637087
United Kingdom,Anguilla,3904,12,0.3073770491803279
United Kingdom,Bermuda,18463,151,0.8178519200563289
United Kingdom,British Virgin Islands,7305,64,0.8761122518822724
United Kingdom,Cayman Islands,31194,36,0.1154068090017311
United Kingdom,Channel Islands,0,0,
United Kingdom,England,20269112,179528,0.8857220780071667
United Kingdom,Falkland Islands (Malvinas),1930,0,0.0
United Kingdom,Gibraltar,20184,110,0.5449861276258422
United Kingdom,Guernsey,32766,65,0.19837636574497955
United Kingdom,Isle of Man,38008,116,0.3051989054935803
United Kingdom,Jersey,62589,142,0.22687692725558803
United Kingdom,Montserrat,1403,8,0.5702066999287242
United Kingdom,Northern Ireland,713294,4947,0.6935429149831627
United Kingdom,Pitcairn Islands,4,0,0.0
United Kingdom,Saint Helena, Ascension and Tristan da Cunha,2162,0,0.0
United Kingdom,Scotland,2125838,16000,0.7526443689500328
United Kingdom,Turks and Caicos Islands,6446,36,0.5584858827179646
United Kingdom,Unknown,366383,324,0.08843205061370206
United Kingdom,Wales,889924,11046,1.2412295881446056
Uruguay,,992887,7530,0.7583944597925041
Uzbekistan,,245763,1637,0.6660888742406302
Vanuatu,,11981,14,0.11685168182956347
Venezuela,,547049,5827,1.0651696648746274
Vietnam,,11513173,43170,0.3749617937644123
West Bank and Gaza,,703036,5708,0.811907213855336
Winter Olympics 2022,,535,0,0.0
Yemen,,11945,2159,18.07450816241105
Zambia,,333721,4019,1.204299399798035
Zimbabwe,,257893,5606,2.173769741714587
